,relation,pipeline,term_1_umls_name,term_2_umls_name,term_1_umls_synonyms,term_2_umls_synonyms,sentence,evidence_count,is_correct,is_food_entity_correct
3267,treat,foodis,"bran, wheat",cancer colon tumors,"bran, wheat;brans, wheat;wheat bran;wheat bran (substance);wheat brans","cancer colon tumors;colon cancer tumor;colon mass;colon masses;colon neopl;colon neoplasia;colon neoplasm;colon neoplasm nos;colon neoplasms;colon nos mass;colon tumor;colon tumor cancer;colon tumor or cancer;colon tumors;colon tumours;colonic neopl;colonic neoplasm;colonic neoplasm nos;colonic neoplasms;colonic tumor;neopl colonic;neoplasm of colon;neoplasm of colon (disorder);neoplasm of the colon;neoplasm, colon;neoplasm, colonic;neoplasms, colon;neoplasms, colonic;tumor colon;tumor of colon;tumor of the colon;tumour of colon","Our studies clearly demonstrated the ability of wheat bran to reduce ACF and colon tumors in rats that consumed high-fat, Western-style diets.",1,1,
3268,treat,foodis,brassica napus oil,stroke,"brassica napus oil;brassica napus subsp. napus oil;oil rapeseed;oil, rapeseed;rapeseed oil;rapeseed oil (substance)",stroke,"Overall, our findings provide new insights into the potential of employing rapeseed oil as a functional food/nutraceutical aiding in stroke prevention and protection.",1,1,
3269,treat,foodis,bread,diabete mellitus,bread;bread (substance);breads,"diabete mellitus;diabetes (dm);diabetes mellitus;diabetes mellitus (diagnosis);diabetes mellitus (disorder);diabetes mellitus (dm);diabetes mellitus (e08-e13);diabetes mellitus nos;diabetes mellitus nos diagnosed;diabetes mellitus, nos;disorder diabetes mellitus;dm - diabetes mellitus;unspecified diabetes mellitus","These results indicate that bread containing resistant starch is useful for prevention of lifestyle-related diseases such as diabetes mellitus, and as a supplementary means of dietetic therapy.",1,,
3270,treat,foodis,bulk,3-10 heart diseases: general terms,"bulk;dietary fiber;dietary fiber (substance);dietary fibers;dietary fibre;dietary fibres;fiber;fiber, dietary;fibers, dietary","3-10 heart diseases: general terms;cardiac dis;cardiac disease;cardiac diseases;cardiac disorder;cardiac disorder nos;cardiac disorders;cardiopathies;cardiopathy;cardiopathy, nos;cordis; morbus;disease cardiac;disease disorders heart;disease hearts;disease or syndrome of heart;disease;heart;diseases and syndromes of heart;diseases disorders heart;diseases of the heart;disorder cardiac (nos);disorder heart;disorder of heart;heart dis;heart disease;heart disease (diagnosis);heart disease (disorder);heart disease disorder;heart disease nos;heart disease nos (disorder);heart disease, nos;heart disease, unspecified;heart diseases;heart diseases: general terms;heart disorder;heart disorders;heart--diseases;morbus cordis;morbus cordis nos;morbus cordis, nos;morbus; cordis;rndx cardiac;rndx cardiac (diagnosis);section 3-1 heart diseases;syndrome heart disease;unspecified heart problem","Recent studies suggest that foods are enrich in prebiotic carbohydrates and dietary fiber that can potentially reduce risks of non-communicable diseases, including obesity, cancer, heart disease, and diabetes.___Both the gum and fiber are beneficial to health for many diseases such as diabetes, bowel movements, heart disease and colon cancer.",2,1,
3271,treat,foodis,bulk,adult onset diabetes,"bulk;dietary fiber;dietary fiber (substance);dietary fibers;dietary fibre;dietary fibres;fiber;fiber, dietary;fibers, dietary","adult onset diabetes;adult onset diabetes mellitus;adult-onset diabetes;adult-onset diabetes mellitus;adult-onset; diabetes;aodm;diabete type 2;diabetes mellitus (adult onset);diabetes mellitus (niddm);diabetes mellitus - adult ons;diabetes mellitus - adult onset;diabetes mellitus -adult onset;diabetes mellitus maturity onset;diabetes mellitus non insulin dependent;diabetes mellitus non insulin-dep;diabetes mellitus non-insulin-dependent;diabetes mellitus nos late onset;diabetes mellitus type 02;diabetes mellitus type 2;diabetes mellitus type 2 (disorder);diabetes mellitus type ii;diabetes mellitus, adult onset;diabetes mellitus, adult onset type;diabetes mellitus, adult-onset;diabetes mellitus, ketosis resistant;diabetes mellitus, ketosis-resistant;diabetes mellitus, maturity onset;diabetes mellitus, maturity-onset;diabetes mellitus, non insulin dependent;diabetes mellitus, non-insulin dependent;diabetes mellitus, non-insulin-dependent;diabetes mellitus, noninsulin dependent;diabetes mellitus, noninsulin-dependent;diabetes mellitus, slow onset;diabetes mellitus, slow-onset;diabetes mellitus, stable;diabetes mellitus, type 2;diabetes mellitus, type ii;diabetes mellitus: [adult onset] or [noninsulin dependent];diabetes mellitus: [adult onset] or [noninsulin dependent] (disorder);diabetes non-insulin dependent;diabetes type 2;diabetes type ii;diabetes, adult onset;diabetes, ketosis resistant;diabetes, maturity onset;diabetes, maturity-onset;diabetes, type 2;diabetes, type ii;diabetes; adult-onset;diabetes; maturity-onset;diabetes; niddm;diabetes; non-insulin-dependent;diabetes; nonketotic;diabetes; type ii;diabetes;adult onset;diabetes;non insulin depend;diabetes;type 2;ketosis resistant diabetes;ketosis-resistant diabetes mellitus;late onset diabetes;maturity onset diabetes;maturity onset diabetes mellit;maturity onset diabetes mellitus;maturity-onset diabetes;maturity-onset diabetes mellitus;maturity-onset; diabetes;mod;ncdmm;niddm;niddm - non-insulin dependent diabetes mellitus;niddm diabetes mellitus;niddm-non-ins dep diabetes mel;niddm; diabetes;non insulin dependent diabetes;non-ins-dep diabetes mellitus;non-insulin dependent diabetes;non-insulin dependent diabetes mellitus;non-insulin-dependent diabetes;non-insulin-dependent diabetes mellitus;non-insulin-dependent; diabetes;noninsulin dependent diab.mell;noninsulin dependent diabetes;noninsulin dependent diabetes mellitus;noninsulin-dependent diabetes;noninsulin-dependent diabetes mellitus;nonketotic; diabetes;slow-onset diabetes mellitus;stable diabetes mellitus;t2dm - type 2 diabetes mellitus;type 2 diabetes;type 2 diabetes mellitus;type 2 diabetes mellitus (diagnosis);type 2 diabetes mellitus non-insulin dependent;type ii diabetes;type ii diabetes mellitus;type ii diabetes mellitus (disorder);type ii; diabetes","At the present state of knowledge, insoluble dietary fibers as found in whole grain cereal products are considered to be especially effective in the prevention of type 2 diabetes mellitus.",1,1,
3272,treat,foodis,bulk,chronic dis,"bulk;dietary fiber;dietary fiber (substance);dietary fibers;dietary fibre;dietary fibres;fiber;fiber, dietary;fibers, dietary","chronic dis;chronic disease;chronic disease (disorder);chronic disease, nos;chronic disease/disorder;chronic diseases;chronic disorder;chronic disorders;chronic illnesses;disease, chronic;diseases, chronic;illness, chronic;illnesses, chronic",A diet containing at least 37 g dietary fibre per day may be protective against chronic diseases in Western societies.,1,1,
3273,treat,foodis,bulk,colon cancer,"bulk;dietary fiber;dietary fiber (substance);dietary fibers;dietary fibre;dietary fibres;fiber;fiber, dietary;fibers, dietary",colon cancer,"Both the gum and fiber are beneficial to health for many diseases such as diabetes, bowel movements, heart disease and colon cancer.___Many epidemiological and experimental studies have suggested an important role for dietary fiber in the prevention of colon cancer.",2,1,
3274,treat,foodis,bulk,constipation,"bulk;dietary fiber;dietary fiber (substance);dietary fibers;dietary fibre;dietary fibres;fiber;fiber, dietary;fibers, dietary",constipation,"Dietary fiber has significant gastrointestinal effects, and it is a mainstay of treatment for constipation and hemorrhoids.",1,1,
3275,treat,foodis,bulk,coronary artery disease,"bulk;dietary fiber;dietary fiber (substance);dietary fibers;dietary fibre;dietary fibres;fiber;fiber, dietary;fibers, dietary",coronary artery disease;coronary artery diseases,Dietary fiber has important hypocholesterolemic effects and may reduce risk for coronary artery disease.,1,1,
3276,treat,foodis,bulk,coronary heart disease,"bulk;dietary fiber;dietary fiber (substance);dietary fibers;dietary fibre;dietary fibres;fiber;fiber, dietary;fibers, dietary",coronary heart disease,"Several large-scale cohort studies have documented that dietary fiber lowers the risk for coronary heart disease.___Large, prospective, epidemiologic studies show a protective effect of dietary fiber against coronary heart disease (CHD) and form the basis for new recommendations from the National Academy of Science for fiber intake (38 and 25 g/d for young men and women, respectively, based on an intake of 14 g of fiber per 1000 kcal).",2,1,
3277,treat,foodis,bulk,cvd,"bulk;dietary fiber;dietary fiber (substance);dietary fibers;dietary fibre;dietary fibres;fiber;fiber, dietary;fibers, dietary",cvd,"While soluble, gel-forming fiber has beneficially affected CVD risk factors, food sources of mainly insoluble fibers, primarily contributed by cereal products, have been the most consistently associated with lower incidence rates of CVD.",1,1,
3278,treat,foodis,bulk,diabete mellitus,"bulk;dietary fiber;dietary fiber (substance);dietary fibers;dietary fibre;dietary fibres;fiber;fiber, dietary;fibers, dietary","diabete mellitus;diabetes (dm);diabetes mellitus;diabetes mellitus (diagnosis);diabetes mellitus (disorder);diabetes mellitus (dm);diabetes mellitus (e08-e13);diabetes mellitus nos;diabetes mellitus nos diagnosed;diabetes mellitus, nos;disorder diabetes mellitus;dm - diabetes mellitus;unspecified diabetes mellitus",Dietary fiber performs important functions in diabetes mellitus control and treatment.,1,1,
3279,treat,foodis,bulk,diabetes,"bulk;dietary fiber;dietary fiber (substance);dietary fibers;dietary fibre;dietary fibres;fiber;fiber, dietary;fibers, dietary",diabetes,"Foods rich in fiber, such as vegetables and fruits, prevent cardiovascular disease (CVD) among healthy adults, but such data in patients with diabetes are sparse.___Both the gum and fiber are beneficial to health for many diseases such as diabetes, bowel movements, heart disease and colon cancer.",2,1,
3280,treat,foodis,bulk,hemorrhoids,"bulk;dietary fiber;dietary fiber (substance);dietary fibers;dietary fibre;dietary fibres;fiber;fiber, dietary;fibers, dietary",hemorrhoids,"Dietary fiber has significant gastrointestinal effects, and it is a mainstay of treatment for constipation and hemorrhoids.",1,1,
3281,treat,foodis,bulk,high cholesterol,"bulk;dietary fiber;dietary fiber (substance);dietary fibers;dietary fibre;dietary fibres;fiber;fiber, dietary;fibers, dietary",high cholesterol;high cholesterol level;hypercholesterolemia,"Incorporating fiber sources into our diet may provide a useful adjunct to a low-saturated fat diet, and may have a further beneficial effect for individuals who have mild-to-moderate hypercholesterolemia.",1,1,
3282,treat,foodis,bulk,hyperlipidemia,"bulk;dietary fiber;dietary fiber (substance);dietary fibers;dietary fibre;dietary fibres;fiber;fiber, dietary;fibers, dietary",hyperlipidemia,"High-carbohydrate, high-fiber diets combined with regular exercise and healthy life-style hold great potential to reduce hyperlipidemia and the incidence of coronary artery disease in the United States.",1,1,
