,term_2_umls_synonyms,term_1_umls_name,is correct,pipeline,relation,term_2_umls_name,evidence_count,sentence,term_1_umls_synonyms
2040,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-benzopyrone;3',4',5,7-tetrahydroxy-flavone;3',4',5,7-tetrahydroxyflavone;4h-1-benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-;luteolin;luteoline",parsley,0.0,foodchem,contains,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-benzopyrone",1,"Parsley (apigenin), celery (apigenin and luteolin), and English spinach (luteolin) were the major flavone sources.",parsley;parsley (substance);parsley - dietary;parsley - dietary (substance);parsleys
2041,"2-(p-hydroxyphenyl)-5,7-dihydroxychromone;4',5,7-trihydroxyflavone;5,7-dihydroxy-2-(4-hydroxyphenyl)-4-benzopyrone;5,7-dihydroxy-2-(4-hydroxyphenyl)-4h-1-benzopyran-4-one;apigenin;flavone, 4',5,7-trihydroxy-",parsley,0.0,foodchem,contains,"2-(p-hydroxyphenyl)-5,7-dihydroxychromone",1,"Parsley (apigenin), celery (apigenin and luteolin), and English spinach (luteolin) were the major flavone sources.",parsley;parsley (substance);parsley - dietary;parsley - dietary (substance);parsleys
2042,flavone,parsley,1.0,foodchem,contains,flavone,1,"Parsley (apigenin), celery (apigenin and luteolin), and English spinach (luteolin) were the major flavone sources.",parsley;parsley (substance);parsley - dietary;parsley - dietary (substance);parsleys
2043,beta caroten 3 ol;beta-caroten-3-ol;cryptoxanthin;cryptoxanthins,pepper,1.0,foodchem,contains,beta caroten 3 ol,1,"Peppers, oranges, and orange-juice are the most important cryptoxanthin sources.",pepper;peppers
2044,amino acids,pork,1.0,foodchem,contains,amino acids,1,"Red meat (beef, veal, pork, lamb and mutton) consumption contributes several important nutrients to the diet, for example essential amino acids, vitamins (including B12) and minerals (including iron and zinc).",pork;pork (substance)
2045,iron,pork,1.0,foodchem,contains,iron,1,"Red meat (beef, veal, pork, lamb and mutton) consumption contributes several important nutrients to the diet, for example essential amino acids, vitamins (including B12) and minerals (including iron and zinc).",pork;pork (substance)
2046,zinc,pork,1.0,foodchem,contains,zinc,1,"Red meat (beef, veal, pork, lamb and mutton) consumption contributes several important nutrients to the diet, for example essential amino acids, vitamins (including B12) and minerals (including iron and zinc).",pork;pork (substance)
2047,"619-61c carbohydrates;carbohydrate;carbohydrate (substance);carbohydrate agent;carbohydrate agent (substance);carbohydrate product;carbohydrate product (product);carbohydrate product (substance);carbohydrate, nos;carbohydrate-containing product;carbohydrates (medication);carbs;product containing carbohydrate;product containing carbohydrate (product);saccharide;saccharides",potato,1.0,foodchem,contains,619-61c carbohydrates,1,"Processed potato products are typically categorized as high fat and sodium foods, as well as being classified as a significant source of carbohydrate, in the form of starch.",potato;potato (substance);potato - dietary;potato - dietary (substance);potatoe;potatoes;potatos;white potato
2048,carbohydrates,potato,1.0,foodchem,contains,carbohydrates,1,"Potatoes provide basic nutrients such as-carbohydrates, dietary fiber (skin), several vitamins, and minerals (e.g., potassium, magnesium, iron).",potato;potato (substance);potato - dietary;potato - dietary (substance);potatoe;potatoes;potatos;white potato
2049,magnesium,potato,1.0,foodchem,contains,magnesium,2,"Potatoes provide basic nutrients such as-carbohydrates, dietary fiber (skin), several vitamins, and minerals (e.g., potassium, magnesium, iron).___Conversely, potato products are less known for their contribution of key micronutrients (vitamin C, potassium, magnesium), fiber, and phytochemicals (phenolics and carotenoids).",potato;potato (substance);potato - dietary;potato - dietary (substance);potatoe;potatoes;potatos;white potato
2051,potassium,potato,1.0,foodchem,contains,potassium,2,"Potatoes provide basic nutrients such as-carbohydrates, dietary fiber (skin), several vitamins, and minerals (e.g., potassium, magnesium, iron).___Conversely, potato products are less known for their contribution of key micronutrients (vitamin C, potassium, magnesium), fiber, and phytochemicals (phenolics and carotenoids).",potato;potato (substance);potato - dietary;potato - dietary (substance);potatoe;potatoes;potatos;white potato
2052,sodium,potato,1.0,foodchem,contains,sodium,1,"Processed potato products are typically categorized as high fat and sodium foods, as well as being classified as a significant source of carbohydrate, in the form of starch.",potato;potato (substance);potato - dietary;potato - dietary (substance);potatoe;potatoes;potatos;white potato
2053,vitamin c,potato,1.0,foodchem,contains,vitamin c,1,"Conversely, potato products are less known for their contribution of key micronutrients (vitamin C, potassium, magnesium), fiber, and phytochemicals (phenolics and carotenoids).",potato;potato (substance);potato - dietary;potato - dietary (substance);potatoe;potatoes;potatos;white potato
2073,"(e)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol(e)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol;(e)-5-[2-(4-hydroxyphenyl)ethenyl]-1,3-benzenediol;(e)-resveratrol;1,3-benzenediol, 5-((e)-2-(4-hydroxyphenyl)ethenyl)-;3,4',5-stilbenetriol;3,4',5-trihydroxystilbene;3,5,4'-trihydroxystilbene;5-[(e)-2-(4-hydroxyphenyl)vinyl]benzene-1,3-diol;dietary supplements resveratrol;resv;resveratrol;resveratrol (medication);resveratrol (substance)",red rice,1.0,foodchem,contains,"(e)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol(e)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol",1,"Resveratrol (3,5,4'-trihydroxystilbene) is a natural phytoalexin that accumulates in several vegetables and fruits like nuts, grapes, apples, red fruits, black olives, capers, red rice as well as red wines.",red rice;red rice (substance);red rice - dietary
2075,"(e)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol(e)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol;(e)-5-[2-(4-hydroxyphenyl)ethenyl]-1,3-benzenediol;(e)-resveratrol;1,3-benzenediol, 5-((e)-2-(4-hydroxyphenyl)ethenyl)-;3,4',5-stilbenetriol;3,4',5-trihydroxystilbene;3,5,4'-trihydroxystilbene;5-[(e)-2-(4-hydroxyphenyl)vinyl]benzene-1,3-diol;dietary supplements resveratrol;resv;resveratrol;resveratrol (medication);resveratrol (substance)",red wine,1.0,foodchem,contains,"(e)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol(e)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol",5,"This phenomenon has been attributed to the high intake of red wine, which is rich in polyphenols, namely, resveratrol and piceatannol.___Resveratrol (3,5,4'-trihydroxystilbene) is a natural phytoalexin that accumulates in several vegetables and fruits like nuts, grapes, apples, red fruits, black olives, capers, red rice as well as red wines.___Resveratrol, one of polyphenols derived from red wine, has been shown to protect against cell death, possibly through the association with several signaling pathways.___Among them, resveratrol (RES), a polyphenolic compound notably present in grapes and red wine, has been involved in the ""French paradox"".___Red wine contains many potentially bioactive polyphenols including resveratrol, catechins, anthocyanins and flavonoids as well as tannins derived from oak during maturation.",red wine;red wine (substance);red wines;wine red
2081,polyphenol (substance);polyphenols,red wine,1.0,foodchem,contains,polyphenol (substance),3,"This phenomenon has been attributed to the high intake of red wine, which is rich in polyphenols, namely, resveratrol and piceatannol.___Resveratrol, one of polyphenols derived from red wine, has been shown to protect against cell death, possibly through the association with several signaling pathways.___Red wine contains many potentially bioactive polyphenols including resveratrol, catechins, anthocyanins and flavonoids as well as tannins derived from oak during maturation.",red wine;red wine (substance);red wines;wine red
2089,"acid fatty polyunsaturated;acid, polyunsaturated fatty;acids fatty polyunsaturated;acids, polyunsaturated fatty;fatty acid, polyunsaturated;fatty acid, total polyunsaturated;fatty acids, polyunsaturated;fatty acids.polyunsaturated;polyunsaturated fatty acid;polyunsaturated fatty acid (substance);polyunsaturated fatty acids;pufa;pufa (polyunsaturated fatty acid);pufa - polyunsat fatty acid;pufa - polyunsaturated fatty acid;pufas",sea food,1.0,foodchem,contains,acid fatty polyunsaturated,2,Epidemiologic examinations of Greenland Inuit have disclosed a connection between high seafood intake containing a high level of n-3 polyunsaturated fatty acids (PUFAs) and a low coronary heart disease (CHD) morbidity.___There is some evidence from epidemiology that intake of n-3 polyunsaturated fatty acids (PUFA) from seafood may protect against coronary artery disease (CAD).,"sea food;sea food, nos;sea-food;sea-foods;seafood;seafood (substance);seafood, nos;seafoods"
2092,"(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)",soluble dietary fiber,0.0,foodchem,contains,cholesterol,2,"Oat β-glucan, a soluble dietary fiber that is found in the endosperm cell walls of oats, has generated considerable interest due to its cholesterol-lowering properties.___There has been recent interest in barley as a therapeutic food owing to its high content of beta-glucan (β-glucan), a viscous soluble fiber recognized for its cholesterol-lowering properties.",soluble dietary fiber;soluble dietary fiber (substance);soluble dietary fibre;soluble fiber;soluble fiber (substance);soluble fibre
2111,"2,6,10,14,19,23,27,31-octamethyldotriaconta-2,6,8,10,12,14,16,18,20,22,24,26,30-tridecaene;lyco;lycopene;lycopene (substance);lycopenes;psi, psi-carotene;psi,psi-carotene",tomato,1.0,foodchem,contains,"2,6,10,14,19,23,27,31-octamethyldotriaconta-2,6,8,10,12,14,16,18,20,22,24,26,30-tridecaene",6,"In recent epidemiological studies, tissue and serum levels of lycopene, a carotenoid available from tomatoes, have been found to be inversely related to risk of coronary heart disease.___Lycopenes are bioactive compounds with antioxidant and anti-inflammatory activities mostly supplied by tomato and tomato byproducts.___Tomatoes contain lycopene, a stable, active antioxidant.___Lycopene is a potent lipophilic antioxidant in tomato.___Lycopene is the red-coloured carotenoid predominantly found in tomato fruit, but in few other fruits or vegetables.___Tomatoes are an important agricultural product that is a great source of lycopene.",tomato;tomato (substance);tomato - dietary;tomato - dietary (substance);tomatoes
2114,"(e,e)-1,7-bis(4-hydroxy-3-methoxyphenyl)-1,6-heptadiene-3,5-dione;1,6-heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-, (e,e)-;c.i. natural yellow 3;curcumin;curcumin (medication);curcumin (substance);curcumin stain;curcumin stain (substance);diferuloylmethane;herbal medicines curcumin;tumeric;turmeric yellow;yellow, turmeric",tumeric,1.0,foodchem,contains,"(e,e)-1,7-bis(4-hydroxy-3-methoxyphenyl)-1,6-heptadiene-3,5-dione",5,"Curcumin is an important bioactive component of turmeric that has been widely applied as traditional medicine to prevent and treat various diseases in some countries.___The major component, called curcumin, of turmeric___Curcumin is an anti-oxidant and nuclear factor kappa-B inhibitor derived from turmeric.___Curcumin (diferuloylmethane) is an orange-yellow component of turmeric (Curcuma longa), a spice often found in curry powder.___Of particular interest for cancer prevention is the role of turmeric (curcumin), an ingredient in common Indian curry spice.",tumeric;tumerics;turmeric;turmeric (substance);turmerics
2115,amino acids,veal,1.0,foodchem,contains,amino acids,1,"Red meat (beef, veal, pork, lamb and mutton) consumption contributes several important nutrients to the diet, for example essential amino acids, vitamins (including B12) and minerals (including iron and zinc).",veal;veal (substance);veal meat
2116,iron,veal,1.0,foodchem,contains,iron,1,"Red meat (beef, veal, pork, lamb and mutton) consumption contributes several important nutrients to the diet, for example essential amino acids, vitamins (including B12) and minerals (including iron and zinc).",veal;veal (substance);veal meat
2117,zinc,veal,1.0,foodchem,contains,zinc,1,"Red meat (beef, veal, pork, lamb and mutton) consumption contributes several important nutrients to the diet, for example essential amino acids, vitamins (including B12) and minerals (including iron and zinc).",veal;veal (substance);veal meat
2119,"(+)-catechin;(+)-catechol;(+)-cyanidan-3-ol;(+)-cyanidanol;(2r,3s)-(+)-catechin;(2r,3s)-2-(3,4-dihydroxyphenyl)chroman-3,5,7-triol;(2r,3s)-catechin;(2r-trans)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2h-1-benzopyran-3,5,7-triol;2h-1-benzopyran-3,5,7-triol, 2-(3,4-dihydroxyphenyl)-3,4-dihydro-, (2r-trans)-;3,3',4',5,7-flavanpentol;catechin;catechin (product);catechin (substance);catechin product;catechin-containing product;catechinic acid;catechins;catechu;catechuic acid;cianidanol;cianidanolum;cyanidanol;d-(+)-catechin;d-catechin;d-catechol;product containing catechin;product containing catechin (medicinal product)",wine,1.0,foodchem,contains,(+)-catechin,1,"This study demonstrates that the highest plasma concentration of (+)-catechin was observed in subjects consuming fruit, vegetable and wine, and its antioxidant and antiaggregant activity could partly explain the relative protection against coronary heart disease (CHD).","wine;wine (substance);wine, nos;wines"
