,term_1_umls_name,term_2_umls_name,sentence,term_1_umls_synonyms,term_2_umls_synonyms,pipeline,relation,evidence_count,Treat/Cause_str,is_correct,
533,fatty acid,agitans; paralysis,"This may explain why these fatty acids could be of benefit in the management of conditions such as septicemia and septic shock, Alzheimer's disease, Parkinson's disease, inflammatory bowel diseases, diabetes mellitus, essential hypertension and atherosclerosis.","fatty acid;fatty acid (substance);fatty acid, nos;fatty acids","agitans; paralysis;bodies disease lewy parkinson's;disease disorders parkinson's;disease idiopathic parkinsons;disease parkinson s;disease parkinson's;disease parkinsons's;disease;parkinsons;diseases parkinson;diseases parkinson's;diseases parkinsons;idiopathic parkinson dis;idiopathic parkinson disease;idiopathic parkinson's disease;idiopathic parkinsonism;idiopathic parkinsons dis;lewy body parkinson dis;lewy body parkinson disease;lewy body parkinson's disease;palsy shaking;palsy, shaking;palsy; shaking;paralysis agitans;paralysis agitans <parkinsonism>;paralysis agitans parkinsonism;paralysis; agitans;paralysis;agitans;parkinson dis;parkinson dis idiopathic;parkinson disease;parkinson disease (diagnosis);parkinson disease (pd);parkinson disease lewy body;parkinson disease, idiopathic;parkinson s disease;parkinson's;parkinson's dis;parkinson's disease;parkinson's disease (disorder);parkinson's disease nos;parkinson's disease nos (disorder);parkinson's disease, idiopathic;parkinson's disease, lewy body;parkinson's disease, nos;parkinson's syndrome;parkinson`s disease;parkinsonism, primary;parkinsons dis;parkinsons dis idiopathic;parkinsons dis lewy body;parkinsons disease;pd - parkinson's disease;primary parkinsonism;shaking palsy;shaking; palsy;syndrome parkinson's",chemdis,treat,1,treat,1,
539,fatty acid,ischaemia,We hypothesized that a specific dietary fatty acid profile (low in saturated and n-6 PUFA but high in plant and marine n-3 PUFA) may improve myocardial resistance to ischemia-reperfusion injury and reduce infarct size.,"fatty acid;fatty acid (substance);fatty acid, nos;fatty acids","ischaemia;ischaemia nos;ischaemia, nos;ischemia;ischemia (diagnosis);ischemia (disorder);ischemia nos;ischemia, nos;ischemias",chemdis,treat,1,treat,1,
540,fatty acid,myocardial infarction,"Currently, food sources rich in n-3 fatty acids are thought to be beneficial in secondary prophylaxis after a myocardial infarction.","fatty acid;fatty acid (substance);fatty acid, nos;fatty acids",myocardial infarction,chemdis,treat,1,treat,1,
541,fatty acid,obesity,"If these fatty acids do harbor such potential, their supplementation in many parts of the world may hold great promise in reducing the global burden of obesity.___These results suggest that ACC2 plays an essential role in controlling fatty acid oxidation and is a potential target in therapy against obesity and related diseases.","fatty acid;fatty acid (substance);fatty acid, nos;fatty acids",obesity,chemdis,treat,2,treat,1,
542,fatty acid,septicemia,"This may explain why these fatty acids could be of benefit in the management of conditions such as septicemia and septic shock, Alzheimer's disease, Parkinson's disease, inflammatory bowel diseases, diabetes mellitus, essential hypertension and atherosclerosis.","fatty acid;fatty acid (substance);fatty acid, nos;fatty acids",septicemia,chemdis,treat,1,treat,1,
543,fatty acid,sudden death,Fatty acids may reduce the risk of sudden death by preventing life-threatening cardiac arrhythmia.,"fatty acid;fatty acid (substance);fatty acid, nos;fatty acids",sudden death,chemdis,treat,1,treat,1,
544,fcm,anemia,"A good example of these new compounds is ferric carboxymaltose (FCM), which has recently been approved by the US Food and Drug Administration for the treatment of iron deficiency anemia in adult patients who are intolerant to oral iron or present an unsatisfactory response to oral iron, and in adult patients with non-dialysis-dependent chronic kidney disease (NDD-CKD).",fcm,anemia,chemdis,treat,1,treat,1,
545,ferric carboxymaltose,anemia,"A good example of these new compounds is ferric carboxymaltose (FCM), which has recently been approved by the US Food and Drug Administration for the treatment of iron deficiency anemia in adult patients who are intolerant to oral iron or present an unsatisfactory response to oral iron, and in adult patients with non-dialysis-dependent chronic kidney disease (NDD-CKD).","ferric carboxymaltose;ferric carboxymaltose (medication);ferric carboxymaltose (product);ferric carboxymaltose (substance);ferric carboxymaltose product;ferric carboxymaltose-containing product;iron (as ferric carboxymaltose);iron carboxymaltose;iron dextri-maltose;polynuclear iron (iii)-hydroxide 4(r)-(poly-(1->4)-o-alpha-d-glucopyranosyl)-oxy-2(r),3(s),5(r), 6-tetrahydroxy-hexanoate;product containing ferric carboxymaltose;product containing ferric carboxymaltose (medicinal product)",anemia,chemdis,treat,1,treat,1,
546,ferric carboxymaltose,chronic kidney disease,"A good example of these new compounds is ferric carboxymaltose (FCM), which has recently been approved by the US Food and Drug Administration for the treatment of iron deficiency anemia in adult patients who are intolerant to oral iron or present an unsatisfactory response to oral iron, and in adult patients with non-dialysis-dependent chronic kidney disease (NDD-CKD).","ferric carboxymaltose;ferric carboxymaltose (medication);ferric carboxymaltose (product);ferric carboxymaltose (substance);ferric carboxymaltose product;ferric carboxymaltose-containing product;iron (as ferric carboxymaltose);iron carboxymaltose;iron dextri-maltose;polynuclear iron (iii)-hydroxide 4(r)-(poly-(1->4)-o-alpha-d-glucopyranosyl)-oxy-2(r),3(s),5(r), 6-tetrahydroxy-hexanoate;product containing ferric carboxymaltose;product containing ferric carboxymaltose (medicinal product)",chronic kidney disease,chemdis,treat,1,treat,1,
547,iron,anemia,"A good example of these new compounds is ferric carboxymaltose (FCM), which has recently been approved by the US Food and Drug Administration for the treatment of iron deficiency anemia in adult patients who are intolerant to oral iron or present an unsatisfactory response to oral iron, and in adult patients with non-dialysis-dependent chronic kidney disease (NDD-CKD).",iron,anemia,chemdis,treat,1,treat,,
548,iron,anemia; thalassemia,The novel oral chelator deferasirox was recently approved by the Food and Drug Administration (FDA); a randomized clinical trial demonstrates that deferasirox at 20 to 30 mg/kg/d can maintain or improve hepatic iron in thalassemia as well as deferoxamine.,iron,"anemia; thalassemia;c-132-136 thalassemias;hemoglobinopathy; with thalassemia;hereditary leptocytosis;hypochromic / microcytic thalassemia;hypochromic / microcytic thalassemia (diagnosis);hypochromic / microcytic thalassemia anemia;leptocytosis, hereditary;leptocytosis; hereditary;syndromes thalassemia;thalassaemia;thalassaemia (disorder);thalassaemia nos;thalassaemia syndrome;thalassaemia, unspecified;thalassaemias;thalassaemic disorders;thalassemia;thalassemia (diagnosis);thalassemia (disorder);thalassemia disorder;thalassemia nos;thalassemia nos (disorder);thalassemia syndrome;thalassemia syndrome (disorder);thalassemia syndrome, nos;thalassemia, nos;thalassemia, unspecified;thalassemia; anemia;thalassemia; disorder, hemoglobin;thalassemia; hemoglobinopathy (with thalassemia);thalassemias;thalassemic syndrome;thalassemic syndromes",chemdis,treat,1,treat,,
549,iron,chronic disease renal,"We have previously shown that dietary iron restriction prevents the development of renal damage in a rat model of chronic kidney disease (CKD).___A good example of these new compounds is ferric carboxymaltose (FCM), which has recently been approved by the US Food and Drug Administration for the treatment of iron deficiency anemia in adult patients who are intolerant to oral iron or present an unsatisfactory response to oral iron, and in adult patients with non-dialysis-dependent chronic kidney disease (NDD-CKD).___Cumulative information from randomized, controlled, multicenter trials on a diverse range of indications, including patients with chronic heart failure, postpartum anemia/abnormal uterine bleeding, inflammatory bowel disease, NDD-CKD, and those undergoing hemodialysis, supports the efficacy of FCM for iron replacement in patients with iron deficiency and iron-deficiency anemia.",iron,"chronic disease renal;chronic diseases renal;chronic kidney dis nos;chronic kidney disease (ckd);chronic kidney disease (disorder);chronic kidney disease, unspecified;chronic kidney diseases;chronic renal diseases;ckd;ckd - chronic kidney disease;disease (or disorder); kidney, chronic;disease, chronic kidney;disease, chronic renal;diseases, chronic kidney;diseases, chronic renal;kidney disease, chronic;kidney diseases, chronic;kidney; disease, chronic;loss of renal function;renal disease chronic;renal disease, chronic;renal diseases, chronic",chemdis,treat,3,treat,,
550,iron,chronic kidney disease,"A good example of these new compounds is ferric carboxymaltose (FCM), which has recently been approved by the US Food and Drug Administration for the treatment of iron deficiency anemia in adult patients who are intolerant to oral iron or present an unsatisfactory response to oral iron, and in adult patients with non-dialysis-dependent chronic kidney disease (NDD-CKD).",iron,chronic kidney disease,chemdis,treat,1,treat,1,
551,magnesium,3-10 heart diseases: general terms,"Universal drinking water and beverages containing moderate to high levels of magnesium (10–100 ppm) could potentially prevent 4.5 million heart disease and stroke deaths per year, worldwide.",magnesium,"3-10 heart diseases: general terms;cardiac dis;cardiac disease;cardiac diseases;cardiac disorder;cardiac disorder nos;cardiac disorders;cardiopathies;cardiopathy;cardiopathy, nos;cordis; morbus;disease cardiac;disease disorders heart;disease hearts;disease or syndrome of heart;disease;heart;diseases and syndromes of heart;diseases disorders heart;diseases of the heart;disorder cardiac (nos);disorder heart;disorder of heart;heart dis;heart disease;heart disease (diagnosis);heart disease (disorder);heart disease disorder;heart disease nos;heart disease nos (disorder);heart disease, nos;heart disease, unspecified;heart diseases;heart diseases: general terms;heart disorder;heart disorders;heart--diseases;morbus cordis;morbus cordis nos;morbus cordis, nos;morbus; cordis;rndx cardiac;rndx cardiac (diagnosis);section 3-1 heart diseases;syndrome heart disease;unspecified heart problem",chemdis,treat,1,treat,1,
552,magnesium,abnormal heart rhythms,"Magnesium supplementation improves myocardial metabolism, inhibits calcium accumulation and myocardial cell death; it improves vascular tone, peripheral vascular resistance, afterload and cardiac output, reduces cardiac arrhythmias and improves lipid metabolism.",magnesium,"abnormal heart rhythms;arrhythmia (cardiac) nos;arrhythmia (finding);arrhythmia (nos);arrhythmia cardiac (nos);arrhythmia nos;arrhythmia, cardiac;arrhythmia, nos;arrhythmias;arrhythmias (heart);arrhythmias, cardiac;arrythmia;cardiac arrhythmia (disorder);cardiac arrhythmia (nos);cardiac arrhythmia nos;cardiac arrhythmia, irregular pulse;cardiac arrhythmia, nos;cardiac arrhythmia, unspecified;cardiac arrhythmias;cardiac dysrhythmia (disorder);cardiac dysrhythmia nos;cardiac dysrhythmia nos (disorder);cardiac dysrhythmia, nos;cardiac dysrhythmia, unspecified;cardiac dysrhythmias nos;cardiac rhythm disorder (diagnosis);cardiac rhythm disturbance;cardiac rhythm disturbances;cardiac rhythm irregular;cardiac rhythm, abnormal;cardiac; dysrhythmia;disorder of heart rhythm;disorder; rhythm, heart;disturbance; rhythm, heart;dysrhythmia;dysrhythmia(s);dysrhythmia, cardiac;dysrhythmia; cardiac;dysrhythmia;cardiac;dysrhythmias;ectopic beats all types;heart arrhythmia;heart arrhythmias;heart rhythm disorders;heart: rhythm;rhythm, heart; abnormal;rhythm; abnormal;rhythm; disorder",chemdis,treat,1,treat,1,
553,magnesium,arrhythmia ventricular,"Furthermore, the theoretical potential benefits of magnesium supplementation as a cardioprotective agent in CAD patients, its relatively low cost, easy administration, and relatively insignificant adverse effects, gives magnesium a place in treating CAD patients, especially those at high-risk and in life-threatening ventricular arrhythmias, such as Torsades de Points and intractable ventricular tachycardia.",magnesium,"arrhythmia ventricular;arrhythmia ventricular (nos);arrhythmia, ventricular;arrhythmias ventricular;dysrhythmias ventricular;ventricular arrhythmia (diagnosis);ventricular arrhythmia (disorder);ventricular arrhythmia, nos;ventricular arrhythmias;ventricular dysrhythmia;ventricular dysrhythmia (finding)",chemdis,treat,1,treat,1,
554,magnesium,cad,"Furthermore, the theoretical potential benefits of magnesium supplementation as a cardioprotective agent in CAD patients, its relatively low cost, easy administration, and relatively insignificant adverse effects, gives magnesium a place in treating CAD patients, especially those at high-risk and in life-threatening ventricular arrhythmias, such as Torsades de Points and intractable ventricular tachycardia.___The prevalence of CAD was significantly higher among subjects consuming lower dietary magnesium.___Lower consumption of dietary magnesium and low serum Mg level in north India have a higher prevalence of CAD and of the coronary risk factors hypertension, hypercholesterolemia and diabetes mellitus.",magnesium,cad,chemdis,treat,3,treat,1,
556,omega-3 fatty acid,cardiac death,Marine omega-3 fatty acid supplements (omega-3 s) have shown efficacy in decreasing sudden cardiac death and improving the left ventricle ejection fraction percent (LVEF%).,omega-3 fatty acid,"cardiac death;cardiac deaths;cardiac; death;death, cardiac;death; cardiac",chemdis,treat,1,treat,1,
557,omega-3 fatty acid,coronary heart disease,The 2017 American Heart Association science advisory on omega-3 fatty acid supplements suggested that it is reasonable to use omega-3 fatty acids for secondary prevention in people with coronary heart disease and heart failure.,omega-3 fatty acid,coronary heart disease,chemdis,treat,1,treat,1,
558,omega-3 fatty acid,cvd,"Although previous randomized, double-blind, placebo-controlled trials reported the efficacy of omega-3 fatty acid supplements in the secondary prevention of cardiovascular disease (CVD), the evidence remains inconclusive.",omega-3 fatty acid,cvd,chemdis,treat,1,treat,1,
559,omega-3 fatty acid,heart failure,The 2017 American Heart Association science advisory on omega-3 fatty acid supplements suggested that it is reasonable to use omega-3 fatty acids for secondary prevention in people with coronary heart disease and heart failure.,omega-3 fatty acid,heart failure,chemdis,treat,1,treat,1,
